"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IRLT","Long-term interest rates, Per cent per annum","GRC","Greece","M","Monthly","2021-12","Dec-2021","PC","Percentage","0","Units",,,1.29,,
"IRLT","Long-term interest rates, Per cent per annum","GRC","Greece","M","Monthly","2022-01","Jan-2022","PC","Percentage","0","Units",,,1.62,,
"IRLT","Long-term interest rates, Per cent per annum","GRC","Greece","M","Monthly","2022-02","Feb-2022","PC","Percentage","0","Units",,,2.46,,
"IRLT","Long-term interest rates, Per cent per annum","GRC","Greece","M","Monthly","2022-03","Mar-2022","PC","Percentage","0","Units",,,2.61,,
"IRLT","Long-term interest rates, Per cent per annum","GRC","Greece","M","Monthly","2022-04","Apr-2022","PC","Percentage","0","Units",,,2.89,,
"IRLT","Long-term interest rates, Per cent per annum","GRC","Greece","M","Monthly","2022-05","May-2022","PC","Percentage","0","Units",,,3.54,,
"IRLT","Long-term interest rates, Per cent per annum","GRC","Greece","M","Monthly","2022-06","Jun-2022","PC","Percentage","0","Units",,,3.93,,
"IRLT","Long-term interest rates, Per cent per annum","GRC","Greece","M","Monthly","2022-07","Jul-2022","PC","Percentage","0","Units",,,3.38,,
"IRLT","Long-term interest rates, Per cent per annum","GRC","Greece","M","Monthly","2022-08","Aug-2022","PC","Percentage","0","Units",,,3.46,,
"IRLT","Long-term interest rates, Per cent per annum","GRC","Greece","M","Monthly","2022-09","Sep-2022","PC","Percentage","0","Units",,,4.44,,
"IRLT","Long-term interest rates, Per cent per annum","GRC","Greece","M","Monthly","2022-10","Oct-2022","PC","Percentage","0","Units",,,4.87,,
"IRLT","Long-term interest rates, Per cent per annum","GRC","Greece","M","Monthly","2022-11","Nov-2022","PC","Percentage","0","Units",,,4.43,,
"IR3TIB","Short-term interest rates, Per cent per annum","GRC","Greece","M","Monthly","2021-11","Nov-2021","PC","Percentage","0","Units",,,-0.5674,,
"IR3TIB","Short-term interest rates, Per cent per annum","GRC","Greece","M","Monthly","2021-12","Dec-2021","PC","Percentage","0","Units",,,-0.582,,
"IR3TIB","Short-term interest rates, Per cent per annum","GRC","Greece","M","Monthly","2022-01","Jan-2022","PC","Percentage","0","Units",,,-0.5601,,
"IR3TIB","Short-term interest rates, Per cent per annum","GRC","Greece","M","Monthly","2022-02","Feb-2022","PC","Percentage","0","Units",,,-0.5315,,
"IR3TIB","Short-term interest rates, Per cent per annum","GRC","Greece","M","Monthly","2022-03","Mar-2022","PC","Percentage","0","Units",,,-0.495,,
"IR3TIB","Short-term interest rates, Per cent per annum","GRC","Greece","M","Monthly","2022-04","Apr-2022","PC","Percentage","0","Units",,,-0.4479,,
"IR3TIB","Short-term interest rates, Per cent per annum","GRC","Greece","M","Monthly","2022-05","May-2022","PC","Percentage","0","Units",,,-0.3857,,
"IR3TIB","Short-term interest rates, Per cent per annum","GRC","Greece","M","Monthly","2022-06","Jun-2022","PC","Percentage","0","Units",,,-0.2392,,
"IR3TIB","Short-term interest rates, Per cent per annum","GRC","Greece","M","Monthly","2022-07","Jul-2022","PC","Percentage","0","Units",,,0.0366,,
"IR3TIB","Short-term interest rates, Per cent per annum","GRC","Greece","M","Monthly","2022-08","Aug-2022","PC","Percentage","0","Units",,,0.3947,,
"IR3TIB","Short-term interest rates, Per cent per annum","GRC","Greece","M","Monthly","2022-09","Sep-2022","PC","Percentage","0","Units",,,1.0109,,
"IR3TIB","Short-term interest rates, Per cent per annum","GRC","Greece","M","Monthly","2022-10","Oct-2022","PC","Percentage","0","Units",,,1.4277,,
"IR3TIB","Short-term interest rates, Per cent per annum","GRC","Greece","M","Monthly","2022-11","Nov-2022","PC","Percentage","0","Units",,,1.8252,,
"IRLT","Long-term interest rates, Per cent per annum","HUN","Hungary","M","Monthly","2021-11","Nov-2021","PC","Percentage","0","Units",,,4.07,,
"IRLT","Long-term interest rates, Per cent per annum","HUN","Hungary","M","Monthly","2021-12","Dec-2021","PC","Percentage","0","Units",,,4.4,,
"IRLT","Long-term interest rates, Per cent per annum","HUN","Hungary","M","Monthly","2022-01","Jan-2022","PC","Percentage","0","Units",,,4.71,,
"IRLT","Long-term interest rates, Per cent per annum","HUN","Hungary","M","Monthly","2022-02","Feb-2022","PC","Percentage","0","Units",,,4.86,,
"IRLT","Long-term interest rates, Per cent per annum","HUN","Hungary","M","Monthly","2022-03","Mar-2022","PC","Percentage","0","Units",,,5.92,,
"IRLT","Long-term interest rates, Per cent per annum","HUN","Hungary","M","Monthly","2022-04","Apr-2022","PC","Percentage","0","Units",,,6.59,,
"IRLT","Long-term interest rates, Per cent per annum","HUN","Hungary","M","Monthly","2022-05","May-2022","PC","Percentage","0","Units",,,7.2,,
"IRLT","Long-term interest rates, Per cent per annum","HUN","Hungary","M","Monthly","2022-06","Jun-2022","PC","Percentage","0","Units",,,7.95,,
"IRLT","Long-term interest rates, Per cent per annum","HUN","Hungary","M","Monthly","2022-07","Jul-2022","PC","Percentage","0","Units",,,8.51,,
"IRLT","Long-term interest rates, Per cent per annum","HUN","Hungary","M","Monthly","2022-08","Aug-2022","PC","Percentage","0","Units",,,8.19,,
"IRLT","Long-term interest rates, Per cent per annum","HUN","Hungary","M","Monthly","2022-09","Sep-2022","PC","Percentage","0","Units",,,9.23,,
"IRLT","Long-term interest rates, Per cent per annum","HUN","Hungary","M","Monthly","2022-10","Oct-2022","PC","Percentage","0","Units",,,10.25,,
"IRLT","Long-term interest rates, Per cent per annum","HUN","Hungary","M","Monthly","2022-11","Nov-2022","PC","Percentage","0","Units",,,8.81,,
"CCUS","Currency exchange rates, monthly average","HUN","Hungary","M","Monthly","2021-11","Nov-2021","NATUSD","National currency per US dollar","0","Units",,,319.3368,,
"CCUS","Currency exchange rates, monthly average","HUN","Hungary","M","Monthly","2021-12","Dec-2021","NATUSD","National currency per US dollar","0","Units",,,325.0365,,
"CCUS","Currency exchange rates, monthly average","HUN","Hungary","M","Monthly","2022-01","Jan-2022","NATUSD","National currency per US dollar","0","Units",,,316.7986,,
"CCUS","Currency exchange rates, monthly average","HUN","Hungary","M","Monthly","2022-02","Feb-2022","NATUSD","National currency per US dollar","0","Units",,,314.84,,
"CCUS","Currency exchange rates, monthly average","HUN","Hungary","M","Monthly","2022-03","Mar-2022","NATUSD","National currency per US dollar","0","Units",,,342.3561,,
"CCUS","Currency exchange rates, monthly average","HUN","Hungary","M","Monthly","2022-04","Apr-2022","NATUSD","National currency per US dollar","0","Units",,,346.4309,,
"CCUS","Currency exchange rates, monthly average","HUN","Hungary","M","Monthly","2022-05","May-2022","NATUSD","National currency per US dollar","0","Units",,,363.6232,,
"CCUS","Currency exchange rates, monthly average","HUN","Hungary","M","Monthly","2022-06","Jun-2022","NATUSD","National currency per US dollar","0","Units",,,375.2346,,
"CCUS","Currency exchange rates, monthly average","HUN","Hungary","M","Monthly","2022-07","Jul-2022","NATUSD","National currency per US dollar","0","Units",,,396.8252,,
"CCUS","Currency exchange rates, monthly average","HUN","Hungary","M","Monthly","2022-08","Aug-2022","NATUSD","National currency per US dollar","0","Units",,,397.2665,,
"CCUS","Currency exchange rates, monthly average","HUN","Hungary","M","Monthly","2022-09","Sep-2022","NATUSD","National currency per US dollar","0","Units",,,407.8182,,
"CCUS","Currency exchange rates, monthly average","HUN","Hungary","M","Monthly","2022-10","Oct-2022","NATUSD","National currency per US dollar","0","Units",,,425.5452,,
"CCUS","Currency exchange rates, monthly average","HUN","Hungary","M","Monthly","2022-11","Nov-2022","NATUSD","National currency per US dollar","0","Units",,,399.7155,,
"IR3TIB","Short-term interest rates, Per cent per annum","HUN","Hungary","M","Monthly","2021-11","Nov-2021","PC","Percentage","0","Units",,,2.5767,,
"IR3TIB","Short-term interest rates, Per cent per annum","HUN","Hungary","M","Monthly","2021-12","Dec-2021","PC","Percentage","0","Units",,,3.7207,,
"IR3TIB","Short-term interest rates, Per cent per annum","HUN","Hungary","M","Monthly","2022-01","Jan-2022","PC","Percentage","0","Units",,,4.0645,,
"IR3TIB","Short-term interest rates, Per cent per annum","HUN","Hungary","M","Monthly","2022-02","Feb-2022","PC","Percentage","0","Units",,,4.4217,,
"IR3TIB","Short-term interest rates, Per cent per annum","HUN","Hungary","M","Monthly","2022-03","Mar-2022","PC","Percentage","0","Units",,,5.9598,,
"IR3TIB","Short-term interest rates, Per cent per annum","HUN","Hungary","M","Monthly","2022-04","Apr-2022","PC","Percentage","0","Units",,,6.3588,,
"IR3TIB","Short-term interest rates, Per cent per annum","HUN","Hungary","M","Monthly","2022-05","May-2022","PC","Percentage","0","Units",,,6.5677,,
"IR3TIB","Short-term interest rates, Per cent per annum","HUN","Hungary","M","Monthly","2022-06","Jun-2022","PC","Percentage","0","Units",,,7.4718,,
"IR3TIB","Short-term interest rates, Per cent per annum","HUN","Hungary","M","Monthly","2022-07","Jul-2022","PC","Percentage","0","Units",,,11.0891,,
"IR3TIB","Short-term interest rates, Per cent per annum","HUN","Hungary","M","Monthly","2022-08","Aug-2022","PC","Percentage","0","Units",,,11.9617,,
"IR3TIB","Short-term interest rates, Per cent per annum","HUN","Hungary","M","Monthly","2022-09","Sep-2022","PC","Percentage","0","Units",,,13.1012,,
"IR3TIB","Short-term interest rates, Per cent per annum","HUN","Hungary","M","Monthly","2022-10","Oct-2022","PC","Percentage","0","Units",,,16.7051,,
"IR3TIB","Short-term interest rates, Per cent per annum","HUN","Hungary","M","Monthly","2022-11","Nov-2022","PC","Percentage","0","Units",,,15.5245,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","HUN","Hungary","M","Monthly","2021-11","Nov-2021","PC","Percentage","0","Units",,,1.57,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","HUN","Hungary","M","Monthly","2021-12","Dec-2021","PC","Percentage","0","Units",,,2.5644,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","HUN","Hungary","M","Monthly","2022-01","Jan-2022","PC","Percentage","0","Units",,,2.8836,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","HUN","Hungary","M","Monthly","2022-02","Feb-2022","PC","Percentage","0","Units",,,3.5057,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","HUN","Hungary","M","Monthly","2022-03","Mar-2022","PC","Percentage","0","Units",,,4.3925,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","HUN","Hungary","M","Monthly","2022-04","Apr-2022","PC","Percentage","0","Units",,,5.1023,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","HUN","Hungary","M","Monthly","2022-05","May-2022","PC","Percentage","0","Units",,,5.6919,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","HUN","Hungary","M","Monthly","2022-06","Jun-2022","PC","Percentage","0","Units",,,6.1654,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","HUN","Hungary","M","Monthly","2022-07","Jul-2022","PC","Percentage","0","Units",,,8.6138,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","HUN","Hungary","M","Monthly","2022-08","Aug-2022","PC","Percentage","0","Units",,,10.2685,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","HUN","Hungary","M","Monthly","2022-09","Sep-2022","PC","Percentage","0","Units",,,11.3813,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","HUN","Hungary","M","Monthly","2022-10","Oct-2022","PC","Percentage","0","Units",,,14.9451,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","HUN","Hungary","M","Monthly","2022-11","Nov-2022","PC","Percentage","0","Units",,,17.5492,,
"IRLT","Long-term interest rates, Per cent per annum","ISL","Iceland","M","Monthly","2021-11","Nov-2021","PC","Percentage","0","Units",,,3.86,,
"IRLT","Long-term interest rates, Per cent per annum","ISL","Iceland","M","Monthly","2021-12","Dec-2021","PC","Percentage","0","Units",,,3.94,,
"IRLT","Long-term interest rates, Per cent per annum","ISL","Iceland","M","Monthly","2022-01","Jan-2022","PC","Percentage","0","Units",,,4.48,,
"IRLT","Long-term interest rates, Per cent per annum","ISL","Iceland","M","Monthly","2022-02","Feb-2022","PC","Percentage","0","Units",,,4.51,,
"IRLT","Long-term interest rates, Per cent per annum","ISL","Iceland","M","Monthly","2022-03","Mar-2022","PC","Percentage","0","Units",,,5.08,,
"IRLT","Long-term interest rates, Per cent per annum","ISL","Iceland","M","Monthly","2022-04","Apr-2022","PC","Percentage","0","Units",,,5.19,,
"IRLT","Long-term interest rates, Per cent per annum","ISL","Iceland","M","Monthly","2022-05","May-2022","PC","Percentage","0","Units",,,5.48,,
"IRLT","Long-term interest rates, Per cent per annum","ISL","Iceland","M","Monthly","2022-06","Jun-2022","PC","Percentage","0","Units",,,5.75,,
"IRLT","Long-term interest rates, Per cent per annum","ISL","Iceland","M","Monthly","2022-07","Jul-2022","PC","Percentage","0","Units",,,5.74,,
"IRLT","Long-term interest rates, Per cent per annum","ISL","Iceland","M","Monthly","2022-08","Aug-2022","PC","Percentage","0","Units",,,5.87,,
"IRLT","Long-term interest rates, Per cent per annum","ISL","Iceland","M","Monthly","2022-09","Sep-2022","PC","Percentage","0","Units",,,0,,
"CCUS","Currency exchange rates, monthly average","ISL","Iceland","M","Monthly","2021-11","Nov-2021","NATUSD","National currency per US dollar","0","Units",,,130.5909,,
"CCUS","Currency exchange rates, monthly average","ISL","Iceland","M","Monthly","2021-12","Dec-2021","NATUSD","National currency per US dollar","0","Units",,,130.0435,,
"CCUS","Currency exchange rates, monthly average","ISL","Iceland","M","Monthly","2022-01","Jan-2022","NATUSD","National currency per US dollar","0","Units",,,129.0476,,
"CCUS","Currency exchange rates, monthly average","ISL","Iceland","M","Monthly","2022-02","Feb-2022","NATUSD","National currency per US dollar","0","Units",,,125.15,,
"CCUS","Currency exchange rates, monthly average","ISL","Iceland","M","Monthly","2022-03","Mar-2022","NATUSD","National currency per US dollar","0","Units",,,130.1304,,
"CCUS","Currency exchange rates, monthly average","ISL","Iceland","M","Monthly","2022-04","Apr-2022","NATUSD","National currency per US dollar","0","Units",,,129.4762,,
"CCUS","Currency exchange rates, monthly average","ISL","Iceland","M","Monthly","2022-05","May-2022","NATUSD","National currency per US dollar","0","Units",,,131,,
"CCUS","Currency exchange rates, monthly average","ISL","Iceland","M","Monthly","2022-06","Jun-2022","NATUSD","National currency per US dollar","0","Units",,,131.0909,,
"CCUS","Currency exchange rates, monthly average","ISL","Iceland","M","Monthly","2022-07","Jul-2022","NATUSD","National currency per US dollar","0","Units",,,136.619,,
"CCUS","Currency exchange rates, monthly average","ISL","Iceland","M","Monthly","2022-08","Aug-2022","NATUSD","National currency per US dollar","0","Units",,,138.3478,,
"CCUS","Currency exchange rates, monthly average","ISL","Iceland","M","Monthly","2022-09","Sep-2022","NATUSD","National currency per US dollar","0","Units",,,141.8182,,
"CCUS","Currency exchange rates, monthly average","ISL","Iceland","M","Monthly","2022-10","Oct-2022","NATUSD","National currency per US dollar","0","Units",,,144.1429,,
"CCUS","Currency exchange rates, monthly average","ISL","Iceland","M","Monthly","2022-11","Nov-2022","NATUSD","National currency per US dollar","0","Units",,,144.0909,,
"IR3TIB","Short-term interest rates, Per cent per annum","ISL","Iceland","M","Monthly","2021-11","Nov-2021","PC","Percentage","0","Units",,,2.63,,
"IR3TIB","Short-term interest rates, Per cent per annum","ISL","Iceland","M","Monthly","2021-12","Dec-2021","PC","Percentage","0","Units",,,2.65,,
"IR3TIB","Short-term interest rates, Per cent per annum","ISL","Iceland","M","Monthly","2022-01","Jan-2022","PC","Percentage","0","Units",,,2.71,,
"IR3TIB","Short-term interest rates, Per cent per annum","ISL","Iceland","M","Monthly","2022-02","Feb-2022","PC","Percentage","0","Units",,,3.43,,
"IR3TIB","Short-term interest rates, Per cent per annum","ISL","Iceland","M","Monthly","2022-03","Mar-2022","PC","Percentage","0","Units",,,3.61,,
"IR3TIB","Short-term interest rates, Per cent per annum","ISL","Iceland","M","Monthly","2022-04","Apr-2022","PC","Percentage","0","Units",,,3.75,,
"IR3TIB","Short-term interest rates, Per cent per annum","ISL","Iceland","M","Monthly","2022-05","May-2022","PC","Percentage","0","Units",,,4.94,,
"IR3TIB","Short-term interest rates, Per cent per annum","ISL","Iceland","M","Monthly","2022-06","Jun-2022","PC","Percentage","0","Units",,,5.49,,
"IR3TIB","Short-term interest rates, Per cent per annum","ISL","Iceland","M","Monthly","2022-07","Jul-2022","PC","Percentage","0","Units",,,5.6,,
"IR3TIB","Short-term interest rates, Per cent per annum","ISL","Iceland","M","Monthly","2022-08","Aug-2022","PC","Percentage","0","Units",,,6.18,,
"IR3TIB","Short-term interest rates, Per cent per annum","ISL","Iceland","M","Monthly","2022-09","Sep-2022","PC","Percentage","0","Units",,,6.3,,
"IR3TIB","Short-term interest rates, Per cent per annum","ISL","Iceland","M","Monthly","2022-10","Oct-2022","PC","Percentage","0","Units",,,6.41,,
"IR3TIB","Short-term interest rates, Per cent per annum","ISL","Iceland","M","Monthly","2022-11","Nov-2022","PC","Percentage","0","Units",,,6.55,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","ISL","Iceland","M","Monthly","2021-11","Nov-2021","PC","Percentage","0","Units",,,1.88,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","ISL","Iceland","M","Monthly","2021-12","Dec-2021","PC","Percentage","0","Units",,,1.88,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","ISL","Iceland","M","Monthly","2022-01","Jan-2022","PC","Percentage","0","Units",,,1.88,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","ISL","Iceland","M","Monthly","2022-02","Feb-2022","PC","Percentage","0","Units",,,2.63,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","ISL","Iceland","M","Monthly","2022-03","Mar-2022","PC","Percentage","0","Units",,,2.63,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","ISL","Iceland","M","Monthly","2022-04","Apr-2022","PC","Percentage","0","Units",,,2.63,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","ISL","Iceland","M","Monthly","2022-05","May-2022","PC","Percentage","0","Units",,,3.63,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","ISL","Iceland","M","Monthly","2022-06","Jun-2022","PC","Percentage","0","Units",,,4.63,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","ISL","Iceland","M","Monthly","2022-07","Jul-2022","PC","Percentage","0","Units",,,4.63,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","ISL","Iceland","M","Monthly","2022-08","Aug-2022","PC","Percentage","0","Units",,,5.38,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","ISL","Iceland","M","Monthly","2022-09","Sep-2022","PC","Percentage","0","Units",,,5.38,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","ISL","Iceland","M","Monthly","2022-10","Oct-2022","PC","Percentage","0","Units",,,5.63,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","ISL","Iceland","M","Monthly","2022-11","Nov-2022","PC","Percentage","0","Units",,,5.88,,
"IRLT","Long-term interest rates, Per cent per annum","IRL","Ireland","M","Monthly","2021-11","Nov-2021","PC","Percentage","0","Units",,,0.1876,,
"IRLT","Long-term interest rates, Per cent per annum","IRL","Ireland","M","Monthly","2021-12","Dec-2021","PC","Percentage","0","Units",,,0.0998,,
"IRLT","Long-term interest rates, Per cent per annum","IRL","Ireland","M","Monthly","2022-01","Jan-2022","PC","Percentage","0","Units",,,0.3803,,
"IRLT","Long-term interest rates, Per cent per annum","IRL","Ireland","M","Monthly","2022-02","Feb-2022","PC","Percentage","0","Units",,,0.7751,,
"IRLT","Long-term interest rates, Per cent per annum","IRL","Ireland","M","Monthly","2022-03","Mar-2022","PC","Percentage","0","Units",,,0.9293,,
"IRLT","Long-term interest rates, Per cent per annum","IRL","Ireland","M","Monthly","2022-04","Apr-2022","PC","Percentage","0","Units",,,1.4021,,
"IRLT","Long-term interest rates, Per cent per annum","IRL","Ireland","M","Monthly","2022-05","May-2022","PC","Percentage","0","Units",,,1.6275,,
"IRLT","Long-term interest rates, Per cent per annum","IRL","Ireland","M","Monthly","2022-06","Jun-2022","PC","Percentage","0","Units",,,2.129,,
"IRLT","Long-term interest rates, Per cent per annum","IRL","Ireland","M","Monthly","2022-07","Jul-2022","PC","Percentage","0","Units",,,1.7438,,
"IRLT","Long-term interest rates, Per cent per annum","IRL","Ireland","M","Monthly","2022-08","Aug-2022","PC","Percentage","0","Units",,,1.7127,,
"IRLT","Long-term interest rates, Per cent per annum","IRL","Ireland","M","Monthly","2022-09","Sep-2022","PC","Percentage","0","Units",,,2.418,,
"IRLT","Long-term interest rates, Per cent per annum","IRL","Ireland","M","Monthly","2022-10","Oct-2022","PC","Percentage","0","Units",,,2.7093,,
"IR3TIB","Short-term interest rates, Per cent per annum","IRL","Ireland","M","Monthly","2021-11","Nov-2021","PC","Percentage","0","Units",,,-0.5674,,
"IR3TIB","Short-term interest rates, Per cent per annum","IRL","Ireland","M","Monthly","2021-12","Dec-2021","PC","Percentage","0","Units",,,-0.582,,
"IR3TIB","Short-term interest rates, Per cent per annum","IRL","Ireland","M","Monthly","2022-01","Jan-2022","PC","Percentage","0","Units",,,-0.5601,,
"IR3TIB","Short-term interest rates, Per cent per annum","IRL","Ireland","M","Monthly","2022-02","Feb-2022","PC","Percentage","0","Units",,,-0.5315,,
"IR3TIB","Short-term interest rates, Per cent per annum","IRL","Ireland","M","Monthly","2022-03","Mar-2022","PC","Percentage","0","Units",,,-0.495,,
"IR3TIB","Short-term interest rates, Per cent per annum","IRL","Ireland","M","Monthly","2022-04","Apr-2022","PC","Percentage","0","Units",,,-0.4479,,
"IR3TIB","Short-term interest rates, Per cent per annum","IRL","Ireland","M","Monthly","2022-05","May-2022","PC","Percentage","0","Units",,,-0.3857,,
"IR3TIB","Short-term interest rates, Per cent per annum","IRL","Ireland","M","Monthly","2022-06","Jun-2022","PC","Percentage","0","Units",,,-0.2392,,
"IR3TIB","Short-term interest rates, Per cent per annum","IRL","Ireland","M","Monthly","2022-07","Jul-2022","PC","Percentage","0","Units",,,0.0366,,
"IR3TIB","Short-term interest rates, Per cent per annum","IRL","Ireland","M","Monthly","2022-08","Aug-2022","PC","Percentage","0","Units",,,0.3947,,
"IR3TIB","Short-term interest rates, Per cent per annum","IRL","Ireland","M","Monthly","2022-09","Sep-2022","PC","Percentage","0","Units",,,1.0109,,
"IR3TIB","Short-term interest rates, Per cent per annum","IRL","Ireland","M","Monthly","2022-10","Oct-2022","PC","Percentage","0","Units",,,1.4277,,
"IR3TIB","Short-term interest rates, Per cent per annum","IRL","Ireland","M","Monthly","2022-11","Nov-2022","PC","Percentage","0","Units",,,1.8252,,
"IRLT","Long-term interest rates, Per cent per annum","ITA","Italy","M","Monthly","2021-11","Nov-2021","PC","Percentage","0","Units",,,1.009,,
"IRLT","Long-term interest rates, Per cent per annum","ITA","Italy","M","Monthly","2021-12","Dec-2021","PC","Percentage","0","Units",,,1.047,,
"IRLT","Long-term interest rates, Per cent per annum","ITA","Italy","M","Monthly","2022-01","Jan-2022","PC","Percentage","0","Units",,,1.346,,
"IRLT","Long-term interest rates, Per cent per annum","ITA","Italy","M","Monthly","2022-02","Feb-2022","PC","Percentage","0","Units",,,1.794,,
"IRLT","Long-term interest rates, Per cent per annum","ITA","Italy","M","Monthly","2022-03","Mar-2022","PC","Percentage","0","Units",,,1.8538,,
"IRLT","Long-term interest rates, Per cent per annum","ITA","Italy","M","Monthly","2022-04","Apr-2022","PC","Percentage","0","Units",,,2.436,,
"IRLT","Long-term interest rates, Per cent per annum","ITA","Italy","M","Monthly","2022-05","May-2022","PC","Percentage","0","Units",,,2.9898,,
"IRLT","Long-term interest rates, Per cent per annum","ITA","Italy","M","Monthly","2022-06","Jun-2022","PC","Percentage","0","Units",,,3.634697,,
"IRLT","Long-term interest rates, Per cent per annum","ITA","Italy","M","Monthly","2022-07","Jul-2022","PC","Percentage","0","Units",,,3.358788,,
"IRLT","Long-term interest rates, Per cent per annum","ITA","Italy","M","Monthly","2022-08","Aug-2022","PC","Percentage","0","Units",,,3.297,,
"IRLT","Long-term interest rates, Per cent per annum","ITA","Italy","M","Monthly","2022-09","Sep-2022","PC","Percentage","0","Units",,,4.138,,
"IRLT","Long-term interest rates, Per cent per annum","ITA","Italy","M","Monthly","2022-10","Oct-2022","PC","Percentage","0","Units",,,4.532,,
"IRLT","Long-term interest rates, Per cent per annum","ITA","Italy","M","Monthly","2022-11","Nov-2022","PC","Percentage","0","Units",,,4.24251,,
"IR3TIB","Short-term interest rates, Per cent per annum","ITA","Italy","M","Monthly","2021-11","Nov-2021","PC","Percentage","0","Units",,,-0.5674,,
"IR3TIB","Short-term interest rates, Per cent per annum","ITA","Italy","M","Monthly","2021-12","Dec-2021","PC","Percentage","0","Units",,,-0.582,,
"IR3TIB","Short-term interest rates, Per cent per annum","ITA","Italy","M","Monthly","2022-01","Jan-2022","PC","Percentage","0","Units",,,-0.5601,,
"IR3TIB","Short-term interest rates, Per cent per annum","ITA","Italy","M","Monthly","2022-02","Feb-2022","PC","Percentage","0","Units",,,-0.5315,,
"IR3TIB","Short-term interest rates, Per cent per annum","ITA","Italy","M","Monthly","2022-03","Mar-2022","PC","Percentage","0","Units",,,-0.495,,
"IR3TIB","Short-term interest rates, Per cent per annum","ITA","Italy","M","Monthly","2022-04","Apr-2022","PC","Percentage","0","Units",,,-0.4479,,
"IR3TIB","Short-term interest rates, Per cent per annum","ITA","Italy","M","Monthly","2022-05","May-2022","PC","Percentage","0","Units",,,-0.3857,,
"IR3TIB","Short-term interest rates, Per cent per annum","ITA","Italy","M","Monthly","2022-06","Jun-2022","PC","Percentage","0","Units",,,-0.2392,,
"IR3TIB","Short-term interest rates, Per cent per annum","ITA","Italy","M","Monthly","2022-07","Jul-2022","PC","Percentage","0","Units",,,0.0366,,
"IR3TIB","Short-term interest rates, Per cent per annum","ITA","Italy","M","Monthly","2022-08","Aug-2022","PC","Percentage","0","Units",,,0.3947,,
"IR3TIB","Short-term interest rates, Per cent per annum","ITA","Italy","M","Monthly","2022-09","Sep-2022","PC","Percentage","0","Units",,,1.0109,,
"IR3TIB","Short-term interest rates, Per cent per annum","ITA","Italy","M","Monthly","2022-10","Oct-2022","PC","Percentage","0","Units",,,1.4277,,
"IR3TIB","Short-term interest rates, Per cent per annum","ITA","Italy","M","Monthly","2022-11","Nov-2022","PC","Percentage","0","Units",,,1.8252,,
"IRLT","Long-term interest rates, Per cent per annum","JPN","Japan","M","Monthly","2021-11","Nov-2021","PC","Percentage","0","Units",,,0.05,,
"IRLT","Long-term interest rates, Per cent per annum","JPN","Japan","M","Monthly","2021-12","Dec-2021","PC","Percentage","0","Units",,,0.07,,
"IRLT","Long-term interest rates, Per cent per annum","JPN","Japan","M","Monthly","2022-01","Jan-2022","PC","Percentage","0","Units",,,0.17,,
"IRLT","Long-term interest rates, Per cent per annum","JPN","Japan","M","Monthly","2022-02","Feb-2022","PC","Percentage","0","Units",,,0.18,,
"IRLT","Long-term interest rates, Per cent per annum","JPN","Japan","M","Monthly","2022-03","Mar-2022","PC","Percentage","0","Units",,,0.21,,
"IRLT","Long-term interest rates, Per cent per annum","JPN","Japan","M","Monthly","2022-04","Apr-2022","PC","Percentage","0","Units",,,0.215,,
